employee_id,q_work_life_balance,q_manager_effectiveness,q_career_growth,overall_satisfaction,satisfaction_category,open_comment
EMP0902,2.0,4.0,2.0,2.0,Low,Too much workload
EMP0903,3.0,5.0,4.0,4.0,High,Great place to work
EMP0904,5.0,4.0,5.0,5.0,High,Love my team
EMP0905,5.0,3.0,2.0,3.0,Medium,Normal workplace
EMP0906,3.0,2.0,3.0,2.0,Low,Need better leadership
EMP0907,4.0,2.0,2.0,2.0,Low,Too much workload
EMP0908,1.0,4.0,3.0,3.0,Medium,Work is okay
EMP0909,4.0,5.0,3.0,4.0,High,Happy with benefits
EMP0910,3.0,5.0,4.0,4.0,High,Great place to work
EMP0911,4.0,5.0,5.0,5.0,High,Love my team
EMP0912,4.0,5.0,2.0,4.0,High,Supportive manager
EMP0913,4.0,3.0,1.0,3.0,Medium,Normal workplace
EMP0914,2.0,3.0,3.0,2.0,Low,Low career growth
EMP0915,3.0,5.0,4.0,5.0,High,Excellent culture
EMP0916,4.0,,3.0,3.0,Medium,Could be better
EMP0917,1.0,4.0,3.0,3.0,Medium,Normal workplace
EMP0918,3.0,4.0,3.0,4.0,High,Supportive manager
EMP0919,3.0,4.0,5.0,5.0,High,Supportive manager
EMP0920,4.0,5.0,4.0,4.0,High,Great place to work
EMP0921,4.0,5.0,3.0,4.0,High,Supportive manager
EMP0922,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0923,3.0,5.0,3.0,4.0,High,Supportive manager
EMP0924,2.0,4.0,5.0,3.0,Medium,Work is okay
EMP0925,4.0,3.0,3.0,3.0,Medium,Work is okay
EMP0926,5.0,5.0,3.0,5.0,High,Great place to work
EMP0927,1.0,2.0,3.0,1.0,Low,Poor management
EMP0928,5.0,,5.0,5.0,High,Excellent culture
EMP0929,3.0,3.0,5.0,3.0,Medium,Nothing special
EMP0930,,4.0,4.0,4.0,High,Supportive manager
EMP0931,3.0,3.0,3.0,3.0,Medium,Work is okay
EMP0932,3.0,4.0,3.0,3.0,Medium,Nothing special
EMP0933,,4.0,1.0,3.0,Medium,Normal workplace
EMP0934,3.0,2.0,4.0,2.0,Low,Too much workload
EMP0935,1.0,4.0,3.0,2.0,Low,Low career growth
EMP0936,3.0,3.0,4.0,3.0,Medium,Average experience
EMP0937,3.0,5.0,2.0,3.0,Medium,Work is okay
EMP0938,2.0,4.0,3.0,2.0,Low,No work life balance
EMP0939,2.0,4.0,3.0,4.0,High,Excellent culture
EMP0940,3.0,3.0,4.0,3.0,Medium,Average experience
EMP0941,4.0,3.0,3.0,4.0,High,Supportive manager
EMP0942,3.0,3.0,5.0,4.0,High,Happy with benefits
EMP0943,4.0,5.0,4.0,4.0,High,Great place to work
EMP0944,5.0,5.0,2.0,4.0,High,Happy with benefits
EMP0945,1.0,3.0,3.0,3.0,Medium,Nothing special
EMP0946,1.0,5.0,2.0,4.0,High,Supportive manager
EMP0947,3.0,2.0,1.0,2.0,Low,Too much workload
EMP0948,3.0,3.0,5.0,4.0,High,Love my team
EMP0949,5.0,3.0,4.0,4.0,High,Happy with benefits
EMP0950,3.0,2.0,4.0,3.0,Medium,Work is okay
EMP0951,4.0,2.0,3.0,3.0,Medium,Normal workplace
EMP0952,4.0,4.0,2.0,3.0,Medium,Nothing special
EMP0953,3.0,4.0,3.0,3.0,Medium,Nothing special
EMP0954,2.0,4.0,4.0,3.0,Medium,Average experience
EMP0955,4.0,4.0,2.0,3.0,Medium,Could be better
EMP0956,2.0,4.0,1.0,3.0,Medium,Work is okay
EMP0957,4.0,4.0,3.0,3.0,Medium,Normal workplace
EMP0958,3.0,4.0,3.0,3.0,Medium,Could be better
EMP0959,3.0,3.0,3.0,3.0,Medium,Work is okay
EMP0960,3.0,5.0,4.0,4.0,High,Supportive manager
EMP0961,3.0,3.0,4.0,3.0,Medium,Nothing special
EMP0962,2.0,3.0,4.0,3.0,Medium,Average experience
EMP0963,2.0,4.0,5.0,4.0,High,Great place to work
EMP0964,3.0,3.0,1.0,3.0,Medium,Normal workplace
EMP0965,2.0,3.0,4.0,3.0,Medium,Could be better
EMP0966,5.0,4.0,4.0,4.0,High,Love my team
EMP0967,5.0,,2.0,3.0,Medium,Work is okay
EMP0968,2.0,3.0,1.0,2.0,Low,Need better leadership
EMP0969,4.0,3.0,2.0,4.0,High,Great place to work
EMP0970,1.0,5.0,2.0,3.0,Medium,Normal workplace
EMP0971,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0972,5.0,5.0,2.0,4.0,High,Great place to work
EMP0973,3.0,5.0,2.0,4.0,High,Love my team
EMP0974,5.0,5.0,2.0,3.0,Medium,Average experience
EMP0975,3.0,2.0,5.0,3.0,Medium,Nothing special
EMP0976,,5.0,3.0,3.0,Medium,Average experience
EMP0977,2.0,4.0,3.0,3.0,Medium,Could be better
EMP0978,4.0,3.0,3.0,3.0,Medium,Nothing special
EMP0979,5.0,4.0,5.0,5.0,High,Excellent culture
EMP0980,5.0,5.0,2.0,4.0,High,Happy with benefits
EMP0981,3.0,4.0,5.0,3.0,Medium,Work is okay
EMP0982,2.0,3.0,3.0,2.0,Low,Low career growth
EMP0983,3.0,5.0,3.0,3.0,Medium,Nothing special
EMP0984,4.0,3.0,5.0,4.0,High,Supportive manager
EMP0985,4.0,4.0,2.0,5.0,High,Love my team
EMP0986,3.0,3.0,3.0,4.0,High,Supportive manager
EMP0987,3.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0988,3.0,5.0,4.0,5.0,High,Love my team
EMP0989,3.0,3.0,5.0,4.0,High,Supportive manager
EMP0990,5.0,5.0,5.0,5.0,High,Love my team
EMP0991,4.0,2.0,5.0,3.0,Medium,Normal workplace
EMP0992,2.0,3.0,3.0,3.0,Medium,Normal workplace
EMP0993,2.0,4.0,3.0,3.0,Medium,Could be better
EMP0994,4.0,4.0,1.0,3.0,Medium,Average experience
EMP0995,3.0,4.0,5.0,4.0,High,Excellent culture
EMP0996,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0997,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0998,3.0,4.0,5.0,3.0,Medium,Normal workplace
EMP0999,3.0,5.0,2.0,4.0,High,Excellent culture
EMP1000,2.0,5.0,4.0,5.0,High,Great place to work
